TimeSinceStart_s,Temperature,Humidity,Latitude,Longitude,Altitude,TimeUTC,PM1_0,PM2_5,PM4_0,PM10_0,ref_Temperature,ref_Humidity,ref_PM1_0,ref_PM2_5,ref_PM4_0,ref_PM10_0,diff_Temperature,diff_Humidity,diff_PM1_0,diff_PM2_5,diff_PM4_0,diff_PM10_0
1550,30.62,33.29,47.396286,8.514892,452.8,9164700.0,4.03,4.26,4.26,4.26,16.29,57.81,-9999.0,9.72,-9999.0,13.23,14.33,-24.52,-9999.0,-5.46,-9999.0,-8.97
1555,30.53,33.22,47.396275,8.514875,453.6,9165200.0,3.98,4.21,4.21,4.21,16.29,57.81,-9999.0,9.72,-9999.0,13.23,14.24,-24.59,-9999.0,-5.51,-9999.0,-9.02
1560,30.51,32.72,47.396267,8.514871,454.0,9165700.0,4.2,4.44,4.44,4.44,16.29,57.81,-9999.0,9.72,-9999.0,13.23,14.22,-25.09,-9999.0,-5.28,-9999.0,-8.79
1565,30.75,33.67,47.39629,8.51471,454.5,9170200.0,4.27,4.52,4.52,4.52,16.29,57.81,-9999.0,9.72,-9999.0,13.23,14.46,-24.14,-9999.0,-5.2,-9999.0,-8.71
1570,31.22,34.05,47.396328,8.514469,456.7,9170700.0,4.19,4.43,4.43,4.43,16.29,57.81,-9999.0,9.72,-9999.0,13.23,14.93,-23.76,-9999.0,-5.29,-9999.0,-8.8
1575,31.56,33.64,47.396347,8.514221,457.6,9171200.0,4.29,4.54,4.54,4.54,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.27,-24.17,-9999.0,-5.18,-9999.0,-8.69
1580,31.79,33.31,47.396362,8.513971,455.0,9171700.0,4.69,4.96,4.96,4.96,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.5,-24.5,-9999.0,-4.76,-9999.0,-8.27
1585,31.79,32.73,47.396412,8.513784,446.2,9172200.0,4.96,5.24,5.24,5.24,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.5,-25.08,-9999.0,-4.48,-9999.0,-7.99
1590,31.95,32.71,47.396431,8.513636,442.4,9172700.0,4.95,5.24,5.24,5.24,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.66,-25.1,-9999.0,-4.48,-9999.0,-7.99
1595,31.95,32.73,47.396435,8.513393,444.3,9173200.0,4.71,4.98,4.98,4.98,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.66,-25.08,-9999.0,-4.74,-9999.0,-8.25
1600,31.99,32.63,47.396454,8.513094,443.5,9173700.0,4.44,4.69,4.69,4.69,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.7,-25.18,-9999.0,-5.03,-9999.0,-8.54
1605,32.01,32.22,47.396511,8.512739,436.1,9174200.0,4.24,4.48,4.48,4.48,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.72,-25.59,-9999.0,-5.24,-9999.0,-8.75
1610,31.91,32.14,47.39653,8.512356,434.5,9174700.0,4.0,4.23,4.23,4.23,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.62,-25.67,-9999.0,-5.49,-9999.0,-9.0
1615,31.87,32.43,47.396553,8.511954,433.6,9175200.0,3.8,4.02,4.02,4.02,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.58,-25.38,-9999.0,-5.7,-9999.0,-9.21
1620,31.87,32.34,47.396606,8.511594,434.7,9175700.0,3.98,4.21,4.21,4.21,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.58,-25.47,-9999.0,-5.51,-9999.0,-9.02
1625,31.78,32.43,47.396633,8.511202,437.5,9180200.0,4.14,4.37,4.37,4.37,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.49,-25.38,-9999.0,-5.35,-9999.0,-8.86
1630,31.7,32.45,47.39669,8.51084,439.2,9180700.0,4.23,4.47,4.47,4.47,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.41,-25.36,-9999.0,-5.25,-9999.0,-8.76
1635,31.64,32.35,47.396767,8.510491,435.0,9181200.0,4.22,4.46,4.46,4.46,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.35,-25.46,-9999.0,-5.26,-9999.0,-8.77
1640,31.57,32.15,47.396858,8.510094,435.4,9181700.0,4.25,4.5,4.5,4.5,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.28,-25.66,-9999.0,-5.22,-9999.0,-8.73
1645,31.38,32.07,47.396976,8.509757,433.8,9182200.0,4.19,4.43,4.43,4.43,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.09,-25.74,-9999.0,-5.29,-9999.0,-8.8
1650,31.32,32.46,47.397087,8.509386,433.0,9182700.0,3.95,4.18,4.18,4.18,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.03,-25.35,-9999.0,-5.54,-9999.0,-9.05
1655,31.27,32.38,47.397205,8.508998,435.3,9183200.0,3.9,4.13,4.13,4.13,16.29,57.81,-9999.0,9.72,-9999.0,13.23,14.98,-25.43,-9999.0,-5.59,-9999.0,-9.1
1660,31.3,32.48,47.397331,8.508635,435.3,9183700.0,4.01,4.24,4.24,4.24,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.01,-25.33,-9999.0,-5.48,-9999.0,-8.99
1665,31.24,32.87,47.397446,8.508371,436.9,9184100.0,4.07,4.31,4.31,4.31,16.29,57.81,-9999.0,9.72,-9999.0,13.23,14.95,-24.94,-9999.0,-5.41,-9999.0,-8.92
1670,31.24,33.46,47.397575,8.508054,440.0,9184600.0,3.97,4.19,4.19,4.19,16.29,57.81,-9999.0,9.72,-9999.0,13.23,14.95,-24.35,-9999.0,-5.53,-9999.0,-9.04
1675,31.37,33.74,47.39772,8.507758,442.4,9185100.0,3.91,4.13,4.13,4.13,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.08,-24.07,-9999.0,-5.59,-9999.0,-9.1
1680,31.32,33.54,47.397869,8.507499,443.1,9185600.0,3.95,4.18,4.18,4.18,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.03,-24.27,-9999.0,-5.54,-9999.0,-9.05
1685,31.44,33.25,47.39801,8.507171,446.1,9190100.0,4.03,4.26,4.26,4.26,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.15,-24.56,-9999.0,-5.46,-9999.0,-8.97
1690,31.49,32.95,47.398155,8.50689,448.1,9190600.0,4.14,4.38,4.38,4.38,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.2,-24.86,-9999.0,-5.34,-9999.0,-8.85
1695,31.56,32.94,47.398308,8.50663,447.9,9191100.0,4.18,4.42,4.42,4.42,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.27,-24.87,-9999.0,-5.3,-9999.0,-8.81
1700,31.68,33.14,47.398464,8.506329,448.5,9191600.0,3.94,4.17,4.17,4.17,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.39,-24.67,-9999.0,-5.55,-9999.0,-9.06
1705,31.66,33.04,47.398632,8.506007,451.6,9192100.0,4.01,4.24,4.24,4.24,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.37,-24.77,-9999.0,-5.48,-9999.0,-8.99
1710,31.63,32.94,47.398811,8.505702,453.7,9192600.0,4.26,4.51,4.51,4.51,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.34,-24.87,-9999.0,-5.21,-9999.0,-8.72
1715,31.08,32.78,47.399048,8.50555,454.9,9193100.0,4.42,4.68,4.68,4.68,16.29,57.81,-9999.0,9.72,-9999.0,13.23,14.79,-25.03,-9999.0,-5.04,-9999.0,-8.55
1720,30.55,33.12,47.3993,8.505508,454.8,9193600.0,4.51,4.77,4.77,4.77,16.29,57.81,-9999.0,9.72,-9999.0,13.23,14.26,-24.69,-9999.0,-4.95,-9999.0,-8.46
1725,30.26,34.11,47.39949,8.505428,455.7,9194100.0,4.61,4.87,4.87,4.87,16.29,57.81,-9999.0,9.72,-9999.0,13.23,13.97,-23.7,-9999.0,-4.85,-9999.0,-8.36
1730,30.15,34.61,47.399681,8.505218,456.7,9194600.0,4.76,5.04,5.04,5.04,16.29,57.81,-9999.0,9.72,-9999.0,13.23,13.86,-23.2,-9999.0,-4.68,-9999.0,-8.19
1735,30.26,34.61,47.399822,8.504876,457.8,9195100.0,4.62,4.89,4.89,4.89,16.29,57.81,-9999.0,9.72,-9999.0,13.23,13.97,-23.2,-9999.0,-4.83,-9999.0,-8.34
1740,30.3,34.89,47.399971,8.504539,457.8,9195600.0,4.44,4.7,4.7,4.7,16.29,57.81,-9999.0,9.72,-9999.0,13.23,14.01,-22.92,-9999.0,-5.02,-9999.0,-8.53
1745,30.55,35.26,47.400116,8.504236,457.1,9200100.0,4.78,5.05,5.05,5.05,16.29,57.81,-9999.0,9.72,-9999.0,13.23,14.26,-22.55,-9999.0,-4.67,-9999.0,-8.18
1750,30.77,34.77,47.400272,8.503955,456.3,9200600.0,5.1,5.39,5.39,5.39,16.29,57.81,-9999.0,9.72,-9999.0,13.23,14.48,-23.04,-9999.0,-4.33,-9999.0,-7.84
1755,30.9,34.36,47.400452,8.503681,457.4,9201100.0,5.2,5.5,5.5,5.5,16.29,57.81,-9999.0,9.72,-9999.0,13.23,14.61,-23.45,-9999.0,-4.22,-9999.0,-7.73
1760,31.04,34.25,47.4006,8.503432,458.5,9201600.0,5.25,5.56,5.56,5.56,16.29,57.81,-9999.0,9.72,-9999.0,13.23,14.75,-23.56,-9999.0,-4.16,-9999.0,-7.67
1765,31.14,33.65,47.400742,8.503117,459.2,9202100.0,5.46,5.78,5.78,5.78,16.29,57.81,-9999.0,9.72,-9999.0,13.23,14.85,-24.16,-9999.0,-3.94,-9999.0,-7.45
1770,31.26,33.54,47.400848,8.502815,460.6,9202600.0,5.31,5.62,5.62,5.62,16.29,57.81,-9999.0,9.72,-9999.0,13.23,14.97,-24.27,-9999.0,-4.1,-9999.0,-7.61
1775,31.51,33.43,47.400967,8.502478,462.4,9203100.0,4.9,5.18,5.18,5.18,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.22,-24.38,-9999.0,-4.54,-9999.0,-8.05
1780,31.54,33.44,47.401093,8.5022,461.2,9203600.0,4.7,4.97,4.97,4.97,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.25,-24.37,-9999.0,-4.75,-9999.0,-8.26
1785,31.45,33.05,47.401234,8.501864,459.6,9204100.0,4.6,4.86,4.86,4.86,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.16,-24.76,-9999.0,-4.86,-9999.0,-8.37
1790,31.33,32.56,47.401394,8.501594,455.7,9204600.0,4.65,4.92,4.92,4.92,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.04,-25.25,-9999.0,-4.8,-9999.0,-8.31
1795,31.12,32.78,47.401543,8.501576,455.4,9205100.0,4.61,4.88,4.88,4.88,16.29,57.81,-9999.0,9.72,-9999.0,13.23,14.83,-25.03,-9999.0,-4.84,-9999.0,-8.35
1800,30.67,33.1,47.401711,8.501672,456.5,9205600.0,4.61,4.88,4.88,4.88,16.29,57.81,-9999.0,9.72,-9999.0,13.23,14.38,-24.71,-9999.0,-4.84,-9999.0,-8.35
1805,30.18,33.82,47.401878,8.501758,455.7,9210100.0,5.34,5.65,5.65,5.65,16.29,57.81,-9999.0,9.72,-9999.0,13.23,13.89,-23.99,-9999.0,-4.07,-9999.0,-7.58
1810,29.84,34.33,47.401974,8.501837,458.4,9210600.0,5.65,5.97,5.97,5.97,16.29,57.81,-9999.0,9.72,-9999.0,13.23,13.55,-23.48,-9999.0,-3.75,-9999.0,-7.26
1815,29.61,35.23,47.401932,8.501944,462.0,9211100.0,5.6,5.92,5.92,5.92,16.29,57.81,-9999.0,9.72,-9999.0,13.23,13.32,-22.58,-9999.0,-3.8,-9999.0,-7.31
1820,29.24,35.56,47.401848,8.502106,466.1,9211600.0,5.38,5.69,5.69,5.69,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.95,-22.25,-9999.0,-4.03,-9999.0,-7.54
1825,29.13,35.96,47.401749,8.502219,469.6,9212100.0,5.06,5.35,5.35,5.35,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.84,-21.85,-9999.0,-4.37,-9999.0,-7.88
1830,28.86,35.97,47.401707,8.502393,472.9,9212600.0,4.91,5.19,5.19,5.19,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.57,-21.84,-9999.0,-4.53,-9999.0,-8.04
1835,28.71,36.38,47.401604,8.50266,474.1,9213100.0,4.78,5.05,5.05,5.05,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.42,-21.43,-9999.0,-4.67,-9999.0,-8.18
1840,28.38,36.42,47.401501,8.50298,474.9,9213600.0,4.54,4.81,4.81,4.81,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.09,-21.39,-9999.0,-4.91,-9999.0,-8.42
1845,27.94,36.44,47.401405,8.503284,476.9,9214100.0,4.26,4.51,4.51,4.51,16.29,57.81,-9999.0,9.72,-9999.0,13.23,11.65,-21.37,-9999.0,-5.21,-9999.0,-8.72
1850,27.87,36.95,47.401283,8.503572,477.4,9214600.0,4.18,4.42,4.42,4.42,16.29,57.81,-9999.0,9.72,-9999.0,13.23,11.58,-20.86,-9999.0,-5.3,-9999.0,-8.81
1855,27.5,37.26,47.40107,8.503818,476.4,9215100.0,4.03,4.26,4.26,4.26,16.29,57.81,-9999.0,9.72,-9999.0,13.23,11.21,-20.55,-9999.0,-5.46,-9999.0,-8.97
1860,27.2,37.77,47.400875,8.504138,474.5,9215600.0,3.96,4.19,4.19,4.19,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.91,-20.04,-9999.0,-5.53,-9999.0,-9.04
1865,27.03,38.78,47.400673,8.50444,472.3,9220100.0,3.91,4.13,4.13,4.13,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.74,-19.03,-9999.0,-5.59,-9999.0,-9.1
1870,26.83,39.29,47.400551,8.504588,470.3,9220600.0,3.84,4.06,4.06,4.06,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.54,-18.52,-9999.0,-5.66,-9999.0,-9.17
1875,26.61,38.9,47.400383,8.504953,470.8,9221100.0,3.73,3.94,3.94,3.94,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.32,-18.91,-9999.0,-5.78,-9999.0,-9.29
1880,26.6,39.02,47.400265,8.505203,470.0,9221600.0,3.46,3.66,3.66,3.66,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.31,-18.79,-9999.0,-6.06,-9999.0,-9.57
1885,26.52,39.91,47.400146,8.505486,473.0,9222100.0,3.3,3.49,3.49,3.49,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.23,-17.9,-9999.0,-6.23,-9999.0,-9.74
1890,26.56,40.2,47.400043,8.505724,473.7,9222600.0,3.6,3.81,3.81,3.81,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.27,-17.61,-9999.0,-5.91,-9999.0,-9.42
1895,26.43,40.11,47.399963,8.505926,474.7,9223100.0,3.93,4.16,4.16,4.16,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.14,-17.7,-9999.0,-5.56,-9999.0,-9.07
1900,26.34,40.33,47.399899,8.506123,477.0,9223600.0,3.98,4.21,4.21,4.21,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.05,-17.48,-9999.0,-5.51,-9999.0,-9.02
1905,26.46,40.9,47.39999,8.50631,478.1,9224100.0,4.02,4.25,4.25,4.25,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.17,-16.91,-9999.0,-5.47,-9999.0,-8.98
1910,26.61,41.49,47.400124,8.506422,478.7,9224600.0,4.08,4.31,4.31,4.31,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.32,-16.32,-9999.0,-5.41,-9999.0,-8.92
1915,26.86,40.76,47.400253,8.50643,476.4,9225100.0,4.28,4.52,4.52,4.52,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.57,-17.05,-9999.0,-5.2,-9999.0,-8.71
1920,27.31,40.84,47.400372,8.506367,474.9,9225600.0,4.27,4.51,4.51,4.51,16.29,57.81,-9999.0,9.72,-9999.0,13.23,11.02,-16.97,-9999.0,-5.21,-9999.0,-8.72
1925,27.75,40.58,47.40049,8.506297,475.8,9230100.0,4.22,4.46,4.46,4.46,16.29,57.81,-9999.0,9.72,-9999.0,13.23,11.46,-17.23,-9999.0,-5.26,-9999.0,-8.77
1930,28.38,39.78,47.400612,8.506218,479.1,9230600.0,4.26,4.5,4.5,4.5,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.09,-18.03,-9999.0,-5.22,-9999.0,-8.73
1935,28.86,39.15,47.400742,8.506122,479.0,9231100.0,4.33,4.58,4.58,4.58,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.57,-18.66,-9999.0,-5.14,-9999.0,-8.65
1940,29.36,38.51,47.400871,8.506017,474.9,9231600.0,4.18,4.42,4.42,4.42,16.29,57.81,-9999.0,9.72,-9999.0,13.23,13.07,-19.3,-9999.0,-5.3,-9999.0,-8.81
1945,29.59,37.79,47.401005,8.505925,474.6,9232100.0,4.21,4.45,4.45,4.45,16.29,57.81,-9999.0,9.72,-9999.0,13.23,13.3,-20.02,-9999.0,-5.27,-9999.0,-8.78
1950,29.92,36.88,47.401119,8.505857,475.7,9232600.0,4.22,4.46,4.46,4.46,16.29,57.81,-9999.0,9.72,-9999.0,13.23,13.63,-20.93,-9999.0,-5.26,-9999.0,-8.77
1955,30.32,36.08,47.401226,8.505774,477.2,9233100.0,4.08,4.31,4.31,4.31,16.29,57.81,-9999.0,9.72,-9999.0,13.23,14.03,-21.73,-9999.0,-5.41,-9999.0,-8.92
1960,30.56,35.28,47.401333,8.505677,479.1,9233600.0,4.09,4.33,4.33,4.33,16.29,57.81,-9999.0,9.72,-9999.0,13.23,14.27,-22.53,-9999.0,-5.39,-9999.0,-8.9
1965,30.83,34.56,47.40144,8.505569,480.1,9234100.0,4.31,4.56,4.56,4.56,16.29,57.81,-9999.0,9.72,-9999.0,13.23,14.54,-23.25,-9999.0,-5.16,-9999.0,-8.67
1970,31.32,34.62,47.401535,8.505462,482.0,9234600.0,4.38,4.64,4.64,4.64,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.03,-23.19,-9999.0,-5.08,-9999.0,-8.59
1975,31.7,33.72,47.401627,8.505413,482.8,9235100.0,4.25,4.49,4.49,4.49,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.41,-24.09,-9999.0,-5.23,-9999.0,-8.74
1980,32.19,33.5,47.401707,8.505305,483.5,9235600.0,4.27,4.51,4.51,4.51,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.9,-24.31,-9999.0,-5.21,-9999.0,-8.72
1985,32.55,32.7,47.401833,8.505102,472.6,9240100.0,4.5,4.75,4.75,4.75,16.29,57.81,-9999.0,9.72,-9999.0,13.23,16.26,-25.11,-9999.0,-4.97,-9999.0,-8.48
1990,32.6,32.29,47.402012,8.504832,458.1,9240600.0,4.39,4.64,4.64,4.64,16.29,57.81,-9999.0,9.72,-9999.0,13.23,16.31,-25.52,-9999.0,-5.08,-9999.0,-8.59
1995,32.53,31.99,47.402142,8.504411,451.7,9241100.0,4.25,4.49,4.49,4.49,16.29,57.81,-9999.0,9.72,-9999.0,13.23,16.24,-25.82,-9999.0,-5.23,-9999.0,-8.74
2000,32.21,31.81,47.402283,8.50393,448.7,9241600.0,4.34,4.59,4.59,4.59,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.92,-26.000000000000004,-9999.0,-5.13,-9999.0,-8.64
2005,32.04,31.93,47.402386,8.503475,449.6,9242100.0,4.42,4.67,4.67,4.67,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.75,-25.88,-9999.0,-5.05,-9999.0,-8.56
2010,32.02,32.04,47.402374,8.503207,447.2,9242600.0,4.39,4.64,4.64,4.64,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.73,-25.77,-9999.0,-5.08,-9999.0,-8.59
2015,31.67,31.67,47.402206,8.502771,445.6,9243100.0,4.36,4.61,4.61,4.61,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.38,-26.14,-9999.0,-5.11,-9999.0,-8.62
2020,31.34,31.48,47.40218,8.502169,443.8,9243600.0,6.27,6.63,6.63,6.63,16.29,57.81,-9999.0,9.72,-9999.0,13.23,15.05,-26.33,-9999.0,-3.09,-9999.0,-6.6
2025,30.97,31.71,47.402077,8.501649,439.0,9244100.0,6.32,6.68,6.68,6.68,16.29,57.81,-9999.0,9.72,-9999.0,13.23,14.68,-26.1,-9999.0,-3.04,-9999.0,-6.55
2030,30.51,31.94,47.401871,8.501401,440.9,9244600.0,5.94,6.28,6.28,6.28,16.29,57.81,-9999.0,9.72,-9999.0,13.23,14.22,-25.87,-9999.0,-3.44,-9999.0,-6.95
2035,29.65,32.57,47.401669,8.501124,441.1,9245100.0,5.56,5.88,5.88,5.88,16.29,57.81,-9999.0,9.72,-9999.0,13.23,13.36,-25.24,-9999.0,-3.84,-9999.0,-7.35
2040,29.4,33.67,47.401592,8.50096,440.3,9245600.0,5.09,5.39,5.39,5.39,16.29,57.81,-9999.0,9.72,-9999.0,13.23,13.11,-24.14,-9999.0,-4.33,-9999.0,-7.84
2045,29.36,34.36,47.401711,8.500707,439.4,9250100.0,4.87,5.15,5.15,5.15,16.29,57.81,-9999.0,9.72,-9999.0,13.23,13.07,-23.45,-9999.0,-4.57,-9999.0,-8.08
2050,29.55,34.36,47.401871,8.500445,439.5,9250600.0,4.59,4.85,4.85,4.85,16.29,57.81,-9999.0,9.72,-9999.0,13.23,13.26,-23.45,-9999.0,-4.87,-9999.0,-8.38
2055,29.49,34.25,47.401905,8.50036,440.7,9251100.0,4.4,4.66,4.66,4.66,16.29,57.81,-9999.0,9.72,-9999.0,13.23,13.2,-23.56,-9999.0,-5.06,-9999.0,-8.57
2060,29.44,34.36,47.401802,8.500506,449.8,9251600.0,4.35,4.6,4.6,4.6,16.29,57.81,-9999.0,9.72,-9999.0,13.23,13.15,-23.45,-9999.0,-5.12,-9999.0,-8.63
2065,29.15,34.59,47.401653,8.500818,453.7,9252100.0,4.27,4.51,4.51,4.51,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.86,-23.22,-9999.0,-5.21,-9999.0,-8.72
2070,28.69,35.2,47.401493,8.50115,456.8,9252600.0,4.03,4.26,4.26,4.26,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.4,-22.61,-9999.0,-5.46,-9999.0,-8.97
2075,28.3,35.63,47.401333,8.501489,457.3,9253100.0,4.0,4.23,4.23,4.23,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.01,-22.18,-9999.0,-5.49,-9999.0,-9.0
2080,28.03,35.94,47.401165,8.501807,461.1,9253600.0,4.02,4.25,4.25,4.25,16.29,57.81,-9999.0,9.72,-9999.0,13.23,11.74,-21.87,-9999.0,-5.47,-9999.0,-8.98
2085,27.79,36.65,47.401016,8.502117,460.7,9254100.0,4.07,4.3,4.3,4.3,16.29,57.81,-9999.0,9.72,-9999.0,13.23,11.5,-21.16,-9999.0,-5.42,-9999.0,-8.93
2090,27.5,37.58,47.400837,8.502449,461.4,9254600.0,3.97,4.2,4.2,4.2,16.29,57.81,-9999.0,9.72,-9999.0,13.23,11.21,-20.23,-9999.0,-5.52,-9999.0,-9.03
2095,27.08,38.39,47.400681,8.502685,459.2,9255100.0,3.87,4.1,4.1,4.1,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.79,-19.42,-9999.0,-5.62,-9999.0,-9.13
2100,26.86,39.5,47.400551,8.502975,460.8,9255600.0,3.94,4.17,4.17,4.17,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.57,-18.31,-9999.0,-5.55,-9999.0,-9.06
2105,26.6,40.01,47.400352,8.503366,462.3,9260100.0,3.75,3.96,3.96,3.96,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.31,-17.8,-9999.0,-5.76,-9999.0,-9.27
2110,26.39,40.33,47.400112,8.503859,463.5,9260600.0,3.68,3.89,3.89,3.89,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.1,-17.48,-9999.0,-5.83,-9999.0,-9.34
2115,26.11,40.25,47.399918,8.50423,465.5,9261000.0,3.52,3.72,3.72,3.72,16.29,57.81,-9999.0,9.72,-9999.0,13.23,9.82,-17.56,-9999.0,-6.0,-9999.0,-9.51
2120,26.07,40.76,47.399719,8.504662,463.7,9261500.0,3.46,3.66,3.66,3.66,16.29,57.81,-9999.0,9.72,-9999.0,13.23,9.78,-17.05,-9999.0,-6.06,-9999.0,-9.57
2125,25.98,41.33,47.399502,8.505098,464.4,9262000.0,3.64,3.84,3.84,3.84,16.29,57.81,-9999.0,9.72,-9999.0,13.23,9.69,-16.48,-9999.0,-5.88,-9999.0,-9.39
2130,25.78,41.55,47.399323,8.505459,465.9,9262500.0,3.72,3.93,3.93,3.93,16.29,57.81,-9999.0,9.72,-9999.0,13.23,9.49,-16.26,-9999.0,-5.79,-9999.0,-9.3
2135,25.64,41.46,47.399143,8.505675,464.7,9263000.0,3.89,4.12,4.12,4.12,16.29,57.81,-9999.0,9.72,-9999.0,13.23,9.35,-16.35,-9999.0,-5.6,-9999.0,-9.11
2140,25.56,42.07,47.39896,8.50589,464.6,9263500.0,4.04,4.27,4.27,4.27,16.29,57.81,-9999.0,9.72,-9999.0,13.23,9.27,-15.74,-9999.0,-5.45,-9999.0,-8.96
2145,25.51,41.87,47.398857,8.506131,465.0,9264000.0,4.21,4.45,4.45,4.45,16.29,57.81,-9999.0,9.72,-9999.0,13.23,9.22,-15.94,-9999.0,-5.27,-9999.0,-8.78
2150,25.51,41.97,47.398777,8.506397,468.1,9264500.0,4.14,4.37,4.37,4.37,16.29,57.81,-9999.0,9.72,-9999.0,13.23,9.22,-15.84,-9999.0,-5.35,-9999.0,-8.86
2155,25.28,42.09,47.398678,8.506685,469.5,9265000.0,3.98,4.21,4.21,4.21,16.29,57.81,-9999.0,9.72,-9999.0,13.23,8.99,-15.72,-9999.0,-5.51,-9999.0,-9.02
2160,25.12,42.51,47.398582,8.506963,471.0,9265500.0,4.04,4.27,4.27,4.27,16.29,57.81,-9999.0,9.72,-9999.0,13.23,8.83,-15.3,-9999.0,-5.45,-9999.0,-8.96
2165,25.15,42.71,47.398483,8.507227,472.7,9270000.0,4.14,4.38,4.38,4.38,16.29,57.81,-9999.0,9.72,-9999.0,13.23,8.86,-15.1,-9999.0,-5.34,-9999.0,-8.85
2170,24.97,42.31,47.398369,8.507504,473.5,9270500.0,4.1,4.34,4.34,4.34,16.29,57.81,-9999.0,9.72,-9999.0,13.23,8.68,-15.5,-9999.0,-5.38,-9999.0,-8.89
2175,24.81,41.83,47.398243,8.507814,479.9,9271000.0,4.09,4.33,4.33,4.33,16.29,57.81,-9999.0,9.72,-9999.0,13.23,8.52,-15.98,-9999.0,-5.39,-9999.0,-8.9
2180,24.7,42.33,47.398102,8.50815,483.9,9271500.0,4.24,4.48,4.48,4.48,16.29,57.81,-9999.0,9.72,-9999.0,13.23,8.41,-15.48,-9999.0,-5.24,-9999.0,-8.75
2185,24.55,42.65,47.397945,8.50846,485.5,9272000.0,4.39,4.65,4.65,4.65,16.29,57.81,-9999.0,9.72,-9999.0,13.23,8.26,-15.16,-9999.0,-5.07,-9999.0,-8.58
2190,24.52,42.86,47.397804,8.5088,484.5,9272500.0,4.68,4.95,4.95,4.95,16.29,57.81,-9999.0,9.72,-9999.0,13.23,8.23,-14.95,-9999.0,-4.77,-9999.0,-8.28
2195,24.34,43.57,47.397694,8.509145,485.0,9273000.0,4.9,5.18,5.18,5.18,16.29,57.81,-9999.0,9.72,-9999.0,13.23,8.05,-14.24,-9999.0,-4.54,-9999.0,-8.05
