TimeSinceStart_s;Temperature;Humidity;Latitude;Longitude;Altitude;TimeUTC;PM1_0;PM2_5;PM4_0;PM10_0
465;40.05;25.46;47.392143;8.532052;442.30;8584400.00000;3.73;3.94;3.94;3.94
470;40.58;25.05;47.392151;8.532066;440.50;8584900.00000;3.82;4.04;4.04;4.04
475;40.99;24.45;47.392170;8.532111;440.30;8585400.00000;3.77;3.98;3.98;3.98
480;41.43;23.75;47.392174;8.532130;441.90;8585900.00000;3.82;4.04;4.04;4.04
485;41.82;23.16;47.392178;8.532152;442.60;8590400.00000;3.70;3.91;3.91;3.91
490;42.13;22.29;47.392181;8.532154;441.80;8590900.00000;3.61;3.82;3.82;3.82
495;42.35;22.28;47.392174;8.532152;439.90;8591400.00000;3.58;3.78;3.78;3.78
500;42.65;22.17;47.392189;8.532139;437.70;8591900.00000;3.47;3.67;3.67;3.67
505;42.94;22.05;47.392178;8.532160;435.90;8592400.00000;3.27;3.46;3.46;3.46
510;43.26;22.04;47.392193;8.532209;433.20;8592900.00000;3.23;3.42;3.42;3.42
515;43.52;21.74;47.392185;8.532198;429.20;8593400.00000;3.38;3.58;3.58;3.58
520;43.79;21.73;47.392189;8.532213;430.10;8593900.00000;3.65;3.86;3.86;3.86
525;44.08;21.15;47.392178;8.532199;432.90;8594400.00000;4.00;4.23;4.23;4.23
530;44.36;21.23;47.392174;8.532201;435.40;8594900.00000;4.20;4.44;4.44;4.44
535;44.58;20.84;47.392155;8.532201;435.90;8595400.00000;4.39;4.64;4.64;4.64
540;44.51;20.66;47.392139;8.532187;434.00;8595900.00000;4.21;4.45;4.45;4.45
545;43.94;20.68;47.392124;8.532203;433.20;9000400.00000;3.99;4.22;4.22;4.22
550;43.32;20.32;47.392155;8.532192;431.80;9000900.00000;4.09;4.32;4.32;4.32
555;42.87;20.91;47.392151;8.532173;431.00;9001400.00000;4.80;5.07;5.07;5.07
560;42.28;21.99;47.392174;8.532134;424.60;9001900.00000;5.15;5.44;5.44;5.44
565;41.74;22.49;47.392193;8.532151;418.30;9002400.00000;4.90;5.18;5.18;5.18
570;41.58;23.18;47.392200;8.532133;416.00;9002900.00000;4.62;4.89;4.89;4.89
575;41.62;23.46;47.392216;8.532125;416.50;9003400.00000;4.39;4.65;4.65;4.65
580;41.59;23.94;47.392239;8.532084;418.40;9003900.00000;4.27;4.52;4.52;4.52
585;41.28;27.33;47.392235;8.532060;418.10;9004400.00000;3.97;4.19;4.19;4.19
590;40.89;27.72;47.392220;8.532047;415.50;9004900.00000;3.76;3.98;3.98;3.98
595;40.56;28.62;47.392262;8.532037;415.30;9005400.00000;3.58;3.79;3.79;3.79
600;40.28;27.28;47.392242;8.532052;422.80;9005900.00000;3.61;3.81;3.81;3.81
605;40.03;24.88;47.392239;8.532054;422.70;9010400.00000;3.61;3.82;3.82;3.82
610;39.77;23.55;47.392250;8.532043;428.30;9010900.00000;3.69;3.91;3.91;3.91
615;39.36;23.46;47.392147;8.532001;431.50;9011400.00000;3.66;3.87;3.87;3.87
620;38.69;23.59;47.392139;8.532014;434.80;9011900.00000;3.59;3.80;3.80;3.80
625;38.11;24.01;47.392147;8.532010;441.40;9012400.00000;3.52;3.72;3.72;3.72
630;37.45;24.43;47.392124;8.532043;444.50;9012900.00000;3.46;3.66;3.66;3.66
635;36.85;24.74;47.392124;8.532073;447.00;9013400.00000;3.45;3.65;3.65;3.65
640;36.29;25.74;47.392113;8.532095;450.00;9013900.00000;3.52;3.72;3.72;3.72
645;35.73;26.17;47.392117;8.532101;446.60;9014400.00000;3.55;3.75;3.75;3.75
650;35.29;26.28;47.392109;8.532111;443.50;9014900.00000;3.78;4.00;4.00;4.00
655;34.82;26.98;47.392086;8.532121;442.40;9015400.00000;3.95;4.18;4.18;4.18
660;34.70;28.07;47.392036;8.532091;440.30;9015900.00000;4.16;4.40;4.40;4.40
665;34.50;28.18;47.391998;8.532059;443.20;9020400.00000;4.07;4.31;4.31;4.31
670;34.11;28.09;47.391975;8.532164;443.40;9020900.00000;4.11;4.35;4.35;4.35
675;33.89;29.18;47.391953;8.532191;445.10;9021400.00000;4.21;4.45;4.45;4.45
680;33.41;29.99;47.391830;8.532239;447.00;9021900.00000;4.24;4.49;4.49;4.49
685;32.57;30.04;47.391800;8.531993;446.10;9022400.00000;4.24;4.49;4.49;4.49
690;32.20;30.55;47.391918;8.531808;445.40;9022800.00000;4.54;4.80;4.80;4.80
695;31.90;31.06;47.392117;8.531574;441.60;9023300.00000;4.38;4.63;4.63;4.63
700;31.74;31.17;47.392315;8.531318;441.40;9023800.00000;4.17;4.41;4.41;4.41
705;31.56;31.37;47.392509;8.531055;441.60;9024300.00000;3.98;4.21;4.21;4.21
710;31.39;31.48;47.392727;8.530819;440.50;9024800.00000;3.87;4.10;4.10;4.10
715;31.22;31.79;47.392925;8.530569;438.80;9025300.00000;3.78;3.99;3.99;3.99
720;31.10;31.89;47.392941;8.530308;441.50;9025800.00000;3.84;4.06;4.06;4.06
725;30.59;32.12;47.392776;8.530083;442.90;9030300.00000;3.81;4.03;4.03;4.03
730;30.03;32.95;47.392502;8.530022;442.80;9030800.00000;3.99;4.22;4.22;4.22
735;29.31;34.06;47.392223;8.530187;443.00;9031300.00000;3.88;4.10;4.10;4.10
